Feature type,Primary DBID,Systematic Name,SGD Alias,Description,Standard Name,Chromosome,Start,End,Strand
ORF,S000003104,YGL136C,21S rRNA (uridine2791-2'-O) methyltransferase,"Mitochondrial 2' O-ribose methyltransferase; required for methylation of U(2791) in 21S rRNA; MRM2 deletion confers thermosensitive respiration and loss of mitochondrial DNA; has similarity to Spb1p and Trm7p, and to E. coli FtsJ/RrmJ",MRM2,chrVII,252897,253859,-1
ORF,S000001109,YHR067W,hydroxyacyl-thioester dehydratase HTD2|RMD12,"Mitochondrial 3-hydroxyacyl-thioester dehydratase; involved in fatty acid biosynthesis, required for respiratory growth and for normal mitochondrial morphology",HTD2,chrVIII,230970,231812,1
ORF,S000001538,YKL055C,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH),Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase; may comprise a type II mitochondrial fatty acid synthase along with Mct1p; human homolog CBR4 complements yeast null mutant,OAR1,chrXI,335321,336157,-1
ORF,S000000367,YBR163W,DEM1,Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2,EXO5,chrII,565723,567480,1
ORF,S000004820,YMR207C,acetyl-CoA carboxylase HFA1,Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon,HFA1,chrXIII,677193,683564,-1
ORF,S000000972,YER170W,adenylate kinase ADK2|AKY3|PAK3,Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background,ADK2,chrV,525974,526651,1
ORF,S000004688,YMR083W,alcohol dehydrogenase ADH3,Mitochondrial alcohol dehydrogenase isozyme III; involved in the shuttling of mitochondrial NADH to the cytosol under anaerobic conditions and ethanol production,ADH3,chrXIII,434788,435915,1
ORF,S000000875,YER073W,aldehyde dehydrogenase (NAD(P)(+)) ALD5,Mitochondrial aldehyde dehydrogenase; involved in regulation or biosynthesis of electron transport chain components and acetate formation; activated by K+; utilizes NADP+ as the preferred coenzyme; constitutively expressed,ALD5,chrV,304030,305592,1
ORF,S000005901,YOR374W,ALD7|aldehyde dehydrogenase (NADP(+)) ALD4|ALDH2,Mitochondrial aldehyde dehydrogenase; required for growth on ethanol and conversion of acetaldehyde to acetate; phosphorylated; activity is K+ dependent; utilizes NADP+ or NAD+ equally as coenzymes; expression is glucose repressed; can substitute for cytosolic NADP-dependent aldehyde dehydrogenase when directed to the cytosol; human homolog ALDH2 can complement yeast ald4 mutant,ALD4,chrXV,1039840,1041399,1
ORF,S000006225,YPR021C,citrin,Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant,AGC1,chrXVI,600649,603357,-1
ORF,S000000880,YER078C,aminopeptidase,"Mitochondrial aminopeptidase; cleaves N termini of at least 38 imported proteins after cleavage by the mitochondrial processing peptidase (MPP), thereby increasing their stability; member of aminopeptidase P family; exists in rapid equilibrium between monomer and dimer, with dimer being active species; ortholog of human gene XPNPEP3, which is mutated in rare hereditary kidney disease similar to nephronophthisis",ICP55,chrV,316807,318342,-1
ORF,S000006143,YPL222W,,"Mitochondrial AMPylator in the pseudokinase selenoprotein-O family; role in the oxidative stress response, transferring AMP from ATP to protein substrates (AMPylation) involved in redox homeostasis; regulates S-glutathionylation levels; proposed involvement in the environmental stress response",FMP40,chrXVI,130162,132228,1
ORF,S000003326,YGR094W,valine--tRNA ligase,"Mitochondrial and cytoplasmic valyl-tRNA synthetase; human homolog VARS2 implicated in mitochondrial diseases, can partially complement yeast null mutant",VAS1,chrVII,672186,675500,1
ORF,S000001133,YHR091C,arginine--tRNA ligase MSR1,"Mitochondrial arginyl-tRNA synthetase; mutations in human ortholog are associated with pontocerebellar hypoplasia type 6; MSR1 has a paralog, YDR341C, that arose from the whole genome duplication",MSR1,chrVIII,284839,286770,-1
ORF,S000000618,YCR024C,asparagine--tRNA ligase SLM5,Mitochondrial asparaginyl-tRNA synthetase,SLM5,chrIII,160744,162222,-1
ORF,S000001589,YKL106W,aspartate transaminase AAT1,Mitochondrial aspartate aminotransferase; catalyzes the conversion of oxaloacetate to aspartate in aspartate and asparagine biosynthesis,AAT1,chrXI,237536,238891,1
ORF,S000006025,YPL104W,aspartate--tRNA ligase MSD1|LPG5,"Mitochondrial aspartyl-tRNA synthetase; required for acylation of aspartyl-tRNA; yeast and bacterial aspartyl-, asparaginyl-, and lysyl-tRNA synthetases contain regions with high sequence similarity, suggesting a common ancestral gene",MSD1,chrXVI,355700,357676,1
ORF,S000007650,YDR381C-A,MCO13,"Mitochondrial assembly factor; important for assembly of the mitochondrial respiratory chain bc1 complex (complex III), cytochrome oxidase (complex IV), and the complex III-complex IV supercomplex; embedded in the mitochondrial inner membrane, facing the intermembrane space",COI1,chrIV,1238312,1238850,-1
ORF,S000003032,YGL064C,ATP-dependent RNA helicase,"Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes",MRH4,chrVII,381523,383208,-1
ORF,S000000863,YER061C,fatty acid synthase CEM1,Mitochondrial beta-keto-acyl synthase; possible role in fatty acid synthesis; required for mitochondrial respiration; human homolog OXSM can complement yeast cem1 null mutant,CEM1,chrV,278298,279626,-1
ORF,S000001251,YHR208W,branched-chain-amino-acid transaminase BAT1|ECA39|TWT1,"Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog, BAT2, that arose from the whole genome duplication",BAT1,chrVIII,517532,518713,1
ORF,S000000288,YBR084W,trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase MIS1,"Mitochondrial C1-tetrahydrofolate synthase; involved in interconversion between different oxidation states of tetrahydrofolate (THF); provides activities of formyl-THF synthetase, methenyl-THF cyclohydrolase, and methylene-THF dehydrogenase",MIS1,chrII,411054,413981,1
ORF,S000003342,YGR110W,carboxylic ester hydrolase,Mitochondrial cardiolipin-specific phospholipase; functions upstream of Taz1p to generate monolyso-cardiolipin; transcription increases upon genotoxic stress; involved in restricting Ty1 transposition; has homology to mammalian CGI-58,CLD1,chrVII,713709,715046,1
ORF,S000001044,YHR002W,coenzyme A transporter,"Mitochondrial carrier protein; involved in the accumulation of CoA in the mitochondrial matrix; homolog of human Graves disease protein SLC25A16, which complements yeast null mutant; does not encode an isozyme of Leu4p, as first hypothesized",LEU5,chrVIII,108812,109885,1
ORF,S000005357,YNR074C,CPD1,"Mitochondrial cell death effector; translocates to the nucleus in response to apoptotic stimuli; triggers apoptosis in cells lacking HXK2; homolog of mammalian Apoptosis-Inducing Factor, putative reductase",AIF1,chrXIV,777602,778738,-1
ORF,S000005284,YNR001C,citrate (Si)-synthase CIT1|CS1|LYS6,"Mitochondrial citrate synthase; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate, which is the first and rate-limiting step of the TCA cycle; transcription subject to glucose repression; CIT1 has a paralog, CIT2, that arose from the whole genome duplication",CIT1,chrXIV,629622,631061,-1
ORF,S000003187,YGL219C,ERMES complex subunit MDM34|MMM2,Mitochondrial component of the ERMES complex; links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; required for mitophagy; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase,MDM34,chrVII,82878,84257,-1
ORF,S000000855,YER053C,Cu/Pi carrier,Mitochondrial copper and phosphate carrier; imports copper and inorganic phosphate into mitochondria; functionally redundant with Mir1p but less abundant than Mir1p under normal conditions; expression is induced at high temperature,PIC2,chrV,258737,259639,-1
ORF,S000001494,YKL011C,cruciform cutting endonuclease|MGT1,"Mitochondrial cruciform cutting endonuclease; cleaves Holliday junctions formed during recombination of mitochondrial DNA; CCE1 has a paralog, MRS1, that arose from the whole genome duplication",CCE1,chrXI,420155,421216,-1
ORF,S000004598,YML129C,,Mitochondrial cytochrome c oxidase (complex IV) assembly factor; also involved in translational regulation of Cox1p and prevention of Cox1p aggregation before assembly; associates with complex IV assembly intermediates and complex III/complex IV supercomplexes; located in the mitochondrial membrane,COX14,chrXIII,14541,14753,-1
ORF,S000001774,YKR066C,cytochrome-c peroxidase,"Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria, involved in the response to oxidative stress",CCP1,chrXI,566113,567198,-1
ORF,S000004340,YLR348C,,"Mitochondrial dicarboxylate carrier; integral membrane protein, catalyzes a dicarboxylate-phosphate exchange across the inner mitochondrial membrane, transports cytoplasmic dicarboxylates into the mitochondrial matrix",DIC1,chrXII,826977,827873,-1
ORF,S000004676,YMR072W,DNA-binding protein ABF2|HM|mtTFA|p19,"Mitochondrial DNA-binding protein; involved in mitochondrial DNA replication and recombination, member of HMG1 DNA-binding protein family; activity may be regulated by protein kinase A phosphorylation; ABF2 has a paralog, IXR1, that arose from the whole genome duplication; human homolog TFAM can complement yeast abf2 mutant, rescuing the loss-of-mitochondrial DNA phenotype",ABF2,chrXIII,411569,412120,1
ORF,S000005857,YOR330C,DNA-directed DNA polymerase gamma MIP1,"Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast, in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast, petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS), progressive external ophthalmoplegia (PEO), parkinsonism, other mitochondrial diseases",MIP1,chrXV,939621,943385,-1
ORF,S000003638,YJL102W,,Mitochondrial elongation factor involved in translational elongation,MEF2,chrX,231301,233760,1
ORF,S000004059,YLR069C,,Mitochondrial elongation factor involved in translational elongation,MEF1,chrXII,271630,273915,-1
ORF,S000002243,YDL085W,NADH-ubiquinone reductase (H(+)-translocating) NDE2|NDH2,"Mitochondrial external NADH dehydrogenase; catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p are involved in providing the cytosolic NADH to the mitochondrial respiratory chain; NDE2 has a paralog, NDE1, that arose from the whole genome duplication",NDE2,chrIV,303211,304848,1
